                Quarterly Data

             Nominal    Real
              GDP       GDP    Population
 Quarter      (Y)       (X)      (POP)
           
 1911.2      35.11    671.28    93.781
 1911.3      36.64    679.15    94.120
 1911.4      37.13    683.06    94.461
 1912.1      37.88    694.12    94.804
 1912.2      39.44    704.35    95.186
 1912.3      39.75    712.82    95.606
 1912.4      40.30    721.29    96.066
 1913.1      39.68    717.32    96.565
 1913.2      39.07    713.35    97.064
 1913.3      39.81    718.69    97.563
 1913.4      39.59    709.52    98.062
 1914.1      39.07    703.51    98.562
 1914.2      39.24    704.74    99.020
 1914.3      39.47    688.68    99.435
 1914.4      37.55    657.54    99.807
 1915.1      38.63    663.16   100.137
 1915.2      39.09    665.10   100.470
 1915.3      39.97    680.84   100.804
 1915.4      42.88    712.71   101.141
 1916.1      46.31    731.48   101.481
 1916.2      47.14    729.30   101.847
 1916.3      47.84    732.46   102.239
 1916.4      51.92    733.20   102.659
 1917.1      53.20    714.79   103.104
 1917.2      60.90    740.23   103.384
 1917.3      63.17    744.94   103.497
 1917.4      64.89    772.07   103.445
 1918.1      67.24    807.70   103.226
 1918.2      75.37    873.38   103.166
 1918.3      81.82    894.72   103.264
 1918.4      81.81    858.69   103.522
 1919.1      77.97    804.79   103.937
 1919.2      81.42    801.24   104.370
 1919.3      87.29    806.61   104.821
 1919.4      90.43    806.26   105.290
 1920.1      95.98    799.52   105.776
 1920.2      95.95    759.38   106.284
 1920.3      93.84    746.56   106.814
 1920.4      80.40    705.72   107.367
 1921.1      69.78    673.60   107.941
 1921.2      68.56    691.00   108.449
 1921.3      69.35    711.34   108.891
 1921.4      70.37    734.54   109.267
 1922.1      69.65    759.24   109.577
 1922.2      72.44    796.00   109.931
 1922.3      75.49    820.25   110.330
 1922.4      79.07    851.39   110.772
 1923.1      84.71    883.86   111.258
 1923.2      87.17    905.79   111.769
 1923.3      84.68    890.46   112.305
 1923.4      84.93    891.59   112.865
 1924.1      87.30    915.98   113.449
 1924.2      82.86    887.19   113.989
 1924.3      82.00    877.99   114.484
 1924.4      87.35    922.83   114.935
 1925.1      91.08    944.20   115.341
 1925.2      91.27    955.48   115.741
 1925.3      94.41    979.97   116.135
 1925.4      96.44   1000.49   116.522
 1926.1      96.60   1009.74   116.903
 1926.2      96.15   1012.83   117.296
 1926.3      97.93   1036.72   117.699
 1926.4      97.98   1042.70   118.114
 1927.1      95.94   1038.90   118.540
 1927.2      95.44   1045.19   118.952
 1927.3      94.77   1028.89   119.349
 1927.4      93.88   1009.28   119.732
 1928.1      94.31   1017.01   120.100
 1928.2      96.18   1029.59   120.451
 1928.3      99.01   1053.24   120.783
 1928.4      99.16   1064.10   121.098
 1929.1     102.18   1085.68   121.394
 1929.2     106.22   1130.34   121.707
 1929.3     107.94   1137.51   122.034
 1929.4     102.07   1083.95   122.377
 1930.1      98.09   1056.88   122.735
 1930.2      96.79   1050.88   123.060
 1930.3      89.78    999.50   123.350
 1930.4      84.11    953.18   123.607
 1931.1      82.02    968.76   123.829
 1931.2      81.08    985.67   124.046
 1931.3      76.25    946.98   124.257
 1931.4      70.25    898.37   124.463
 1932.1      65.12    875.31   124.662
 1932.2      60.01    832.56   124.857
 1932.3      57.21    803.51   125.046
 1932.4      55.67    798.63   125.231
 1933.1      50.99    759.35   125.410
 1933.2      55.45    814.10   125.594
 1933.3      63.05    878.82   125.782
 1933.4      59.53    817.01   125.974
 1934.1      64.35    887.42   126.171
 1934.2      68.79    938.29   126.375
 1934.3      67.03    898.40   126.587
 1934.4      67.02    898.29   126.807
 1935.1      72.01    956.89   127.034
 1935.2      72.27    960.03   127.256
 1935.3      74.12    986.58   127.473
 1935.4      78.37   1041.35   127.684
 1936.1      78.68   1039.32   127.891
 1936.2      83.11   1104.48   128.089
 1936.3      86.77   1136.09   128.280
 1936.4      90.64   1173.72   128.464
 1937.1      92.70   1171.69   128.640
 1937.2      95.92   1201.42   128.839
 1937.3      96.12   1196.90   129.060
 1937.4      87.28   1111.06   129.304
 1938.1      83.32   1075.43   129.571
 1938.2      84.22   1092.43   129.836
 1938.3      89.43   1156.27   130.102
 1938.4      92.62   1202.52   130.367
 1939.1      90.97   1193.76   130.632
 1939.2      89.09   1176.37   130.896
 1939.3      92.80   1220.44   131.160
 1939.4     100.79   1299.33   131.423
 1940.1      98.22   1276.02   131.686
 1940.2      99.59   1293.49   131.966
 1940.3     103.81   1346.29   132.262
 1940.4     109.98   1405.12   132.574
 1941.1     114.18   1451.54   132.903
 1941.2     124.19   1532.68   133.234
 1941.3     135.59   1613.40   133.568
 1941.4     143.23   1667.40   133.904
 1942.1     155.04   1779.85   134.242
 1942.2     159.69   1799.60   134.624
 1942.3     168.63   1880.54   135.051
 1942.4     180.63   1986.15   135.523
 1943.1     192.55   2093.24   136.038
 1943.2     199.39   2138.84   136.525
 1943.3     206.65   2209.77   136.982
 1943.4     213.78   2272.21   137.411
 1944.1     219.21   2309.98   137.810
 1944.2     221.88   2323.49   138.205
 1944.3     225.74   2361.34   138.594
 1944.4     230.78   2411.62   138.979
 1945.1     237.54   2475.70   139.359
 1945.2     237.39   2448.26   139.738
 1945.3     223.36   2273.59   140.118
 1945.4     213.70   2116.91   140.497
 1946.1     214.81   2100.34   140.864
 1946.2     215.08   2030.14   141.214
 1946.3     235.34   2064.45   141.750
 1946.4     244.77   2038.84   142.742
 1947.1     243.20   2034.50   143.143
 1947.2     246.00   2029.00   143.790
 1947.3     249.60   2024.80   144.449
 1947.4     259.70   2056.50   145.122
 1948.1     265.70   2087.40   145.709
 1948.2     272.60   2121.90   146.289
 1948.3     279.20   2134.10   146.921
 1948.4     280.40   2136.40   147.607
 1949.1     275.00   2107.00   148.254
 1949.2     271.40   2099.80   148.847
 1949.3     272.90   2121.50   149.485
 1949.4     270.60   2103.70   150.167
 1950.1     280.80   2186.40   150.786
 1950.2     290.40   2253.00   151.319
 1950.3     308.20   2340.10   151.973
 1950.4     319.90   2384.90   152.658
 1951.1     336.00   2417.30   153.291
 1951.2     344.10   2459.20   153.902
 1951.3     351.40   2509.90   154.610
 1951.4     356.20   2515.40   155.344
 1952.1     359.80   2542.30   155.976
 1952.2     361.00   2547.80   156.587
 1952.3     367.70   2566.20   157.267
 1952.4     380.80   2650.40   157.986
 1953.1     388.00   2699.70   158.574
 1953.2     391.70   2720.60   159.160
 1953.3     391.20   2705.30   159.889
 1953.4     386.00   2664.30   160.639
 1954.1     385.30   2651.60   161.328
 1954.2     386.10   2654.50   161.983
 1954.3     391.00   2684.40   162.731
 1954.4     399.70   2737.00   163.524
 1955.1     413.10   2815.10   164.204
 1955.2     421.50   2860.90   164.864
 1955.3     430.20   2899.60   165.612
 1955.4     437.10   2917.00   166.419
 1956.1     439.70   2905.70   167.109
 1956.2     446.00   2929.70   167.788
 1956.3     451.20   2927.00   168.573
 1956.4     460.50   2975.20   169.416
 1957.1     469.80   2994.30   170.172
 1957.2     472.00   2987.70   170.869
 1957.3     479.50   3017.00   171.638
 1957.4     474.90   2985.80   172.417
 1958.1     467.50   2908.30   173.064
 1958.2     472.00   2927.40   173.729
 1958.3     485.80   2995.10   174.483
 1958.4     499.60   3065.10   175.288
 1959.1     510.30   3124.00   176.045
 1959.2     522.70   3194.40   176.727
 1959.3     525.00   3196.70   177.481
 1959.4     528.60   3205.80   178.268
 1960.1     542.60   3277.80   179.319
 1960.2     541.10   3260.20   180.401
 1960.3     545.60   3276.10   181.301
 1960.4     540.20   3234.10   182.019
 1961.1     545.00   3255.90   182.634
 1961.2     555.50   3311.20   183.337
 1961.3     567.70   3374.70   184.103
 1961.4     580.60   3440.90   184.894
 1962.1     594.00   3502.30   185.553
 1962.2     600.40   3533.90   186.203
 1962.3     609.00   3577.40   186.926
 1962.4     612.30   3589.10   187.680
 1963.1     621.70   3628.30   188.299
 1963.2     629.80   3669.00   188.906
 1963.3     644.40   3749.70   189.631
 1963.4     653.90   3774.30   190.362
 1964.1     669.80   3853.80   190.954
 1964.2     678.70   3895.80   191.560
 1964.3     692.00   3956.70   192.256
 1964.4     697.30   3968.90   192.938
 1965.1     717.80   4064.90   193.467
 1965.2     730.20   4116.30   193.994
 1965.3     749.30   4207.80   194.647
 1965.4     771.90   4304.70   195.279
 1966.1     795.70   4409.50   195.763
 1966.2     805.00   4424.60   196.277
 1966.3     819.60   4462.10   196.877
 1966.4     833.30   4498.70   197.481
 1967.1     844.20   4538.50   197.967
 1967.2     849.00   4541.30   198.455
 1967.3     865.20   4584.20   199.012
 1967.4     881.40   4618.80   199.572
 1968.1     909.40   4713.00   199.995
 1968.2     934.30   4791.80   200.452
 1968.3     950.80   4828.90   200.997
 1968.4     968.00   4847.90   201.538
 1969.1     993.30   4923.80   201.955
 1969.2    1009.00   4938.70   202.419
 1969.3    1030.00   4971.30   202.986
 1969.4    1038.10   4947.10   203.584
 1970.1    1051.20   4939.80   204.086
 1970.2    1067.40   4946.80   204.721
 1970.3    1086.10   4992.40   205.419
 1970.4    1088.60   4938.90   206.130
 1971.1    1135.20   5073.00   206.763
 1971.2    1156.30   5100.40   207.362
 1971.3    1177.70   5142.40   208.000
 1971.4    1190.30   5154.50   208.642
 1972.1    1230.60   5249.30   209.142
 1972.2    1266.40   5368.50   209.637
 1972.3    1290.60   5419.20   210.181
 1972.4    1328.90   5509.90   210.737
 1973.1    1377.50   5646.30   211.192
 1973.2    1413.90   5707.80   211.663
 1973.3    1433.80   5677.70   212.191
 1973.4    1476.30   5731.60   212.708
 1974.1    1491.20   5682.40   213.144
 1974.2    1530.10   5695.90   213.602
 1974.3    1560.00   5642.00   214.147
 1974.4    1599.70   5620.10   214.700
 1975.1    1616.10   5551.70   215.135
 1975.2    1651.90   5591.40   215.652
 1975.3    1709.80   5687.10   216.289
 1975.4    1761.80   5763.70   216.848
 1976.1    1820.50   5893.30   217.314
 1976.2    1852.30   5936.50   217.776
 1976.3    1886.60   5969.10   218.338
 1976.4    1934.30   6012.40   218.917
 1977.1    1988.60   6083.40   219.427
 1977.2    2055.90   6201.70   219.956
 1977.3    2118.50   6313.60   220.573
 1977.4    2164.30   6313.70   221.201
 1978.1    2202.80   6333.80   221.719
 1978.2    2331.60   6578.60   222.281
 1978.3    2395.10   6644.80   222.933
 1978.4    2476.90   6734.10   223.583
 1979.1    2526.60   6746.20   224.152
 1979.2    2591.20   6753.40   224.737
 1979.3    2667.60   6803.60   225.418
 1979.4    2723.90   6820.60   226.117
 1980.1    2789.80   6842.00   226.754
 1980.2    2797.40   6701.00   227.389
 1980.3    2856.50   6693.10   228.070
 1980.4    2985.60   6817.90   228.689
 1981.1    3124.20   6951.50   229.155
 1981.2    3162.50   6900.00   229.674
 1981.3    3260.60   6982.60   230.301
 1981.4    3280.80   6906.50   230.903
 1982.1    3274.30   6799.20   231.395
 1982.2    3332.00   6830.30   231.906
 1982.3    3366.30   6804.10   232.498
 1982.4    3402.60   6806.90   233.074
 1983.1    3473.40   6896.60   233.546
 1983.2    3578.80   7053.50   234.028
 1983.3    3689.20   7194.50   234.603
 1983.4    3794.70   7344.60   235.153
 1984.1    3908.10   7488.20   235.605
 1984.2    4009.60   7617.50   236.082
 1984.3    4084.30   7691.00   236.657
 1984.4    4148.60   7754.10   237.232
 1985.1    4230.20   7829.30   237.673
 1985.2    4294.90   7898.20   238.176
 1985.3    4386.80   8018.80   238.789
 1985.4    4444.10   8078.40   239.387
 1986.1    4507.90   8153.80   239.861
 1986.2    4545.30   8190.60   240.368
 1986.3    4607.70   8268.90   240.962
 1986.4    4657.60   8313.30   241.539
 1987.1    4722.20   8375.30   242.009
 1987.2    4806.20   8465.60   242.520
 1987.3    4884.60   8539.10   243.120
 1987.4    5008.00   8685.70   243.721
 1988.1    5073.40   8730.60   244.208
 1988.2    5190.00   8845.30   244.716
 1988.3    5282.80   8897.10   245.354
 1988.4    5399.50   9015.70   245.966
 1989.1    5511.30   9107.30   246.460
 1989.2    5612.50   9176.80   247.017
 1989.3    5695.40   9244.80   247.698
 1989.4    5747.20   9263.00   248.374
 1990.1    5872.70   9364.30   248.936
 1990.2    5960.00   9398.20   249.711
 1990.3    6015.10   9404.50   250.595
 1990.4    6004.70   9318.90   251.482
 1991.1    6035.20   9275.30   252.258
 1991.2    6126.90   9347.60   253.063
 1991.3    6205.90   9394.80   253.965
 1991.4    6264.50   9427.60   254.835
 1992.1    6363.10   9540.40   255.585
 1992.2    6470.80   9643.90   256.439
 1992.3    6566.60   9739.20   257.386
 1992.4    6680.80   9840.80   258.277
 1993.1    6729.50   9857.20   259.039
 1993.2    6808.90   9914.60   259.826
 1993.3    6882.10   9961.90   260.714
 1993.4    7013.70  10097.40   261.547
 1994.1    7115.70  10195.30   262.250
 1994.2    7246.90  10333.50   263.020
 1994.3    7331.10  10393.90   263.870
 1994.4    7455.30  10513.00   264.678
 1995.1    7522.30  10550.30   265.388
 1995.2    7581.00  10581.70   266.142
 1995.3    7683.10  10671.70   267.000
 1995.4    7772.60  10744.20   267.820
 1996.1    7868.50  10824.70   268.487
 1996.2    8032.80  11005.20   269.251
 1996.3    8131.40  11103.90   270.128
 1996.4    8259.80  11219.20   270.991
 1997.1    8362.70  11291.70   271.709
 1997.2    8518.80  11479.30   272.487
 1997.3    8662.80  11622.90   273.391
 1997.4    8765.90  11722.70   274.246
 1998.1    8866.50  11839.90   274.950
 1998.2    8969.70  11949.50   275.703
 1998.3    9121.10  12099.20   276.564
 1998.4    9294.00  12294.70   277.400
 1999.1    9411.70  12410.80   278.103
 1999.2    9526.20  12514.40   278.864
 1999.3    9686.60  12680.00   279.751
 1999.4    9900.20  12888.30   280.592
 2000.1   10002.20  12935.30   281.304
 2000.2   10247.70  13170.70   282.002
 2000.3   10318.20  13183.90   282.769
 2000.4   10435.70  13262.30   283.518
 2001.1   10470.20  13219.30   284.169
 2001.2   10599.00  13301.40   284.838
 2001.3   10598.00  13248.10   285.584
 2001.4   10660.50  13284.90   286.311
 2002.1   10783.50  13394.90   286.935
 2002.2   10887.50  13477.40   287.574
 2002.3   10984.00  13531.70   288.303
 2002.4   11061.40  13549.40   289.007
 2003.1   11174.10  13619.40   289.609
 2003.2   11312.80  13741.10   290.253
 2003.3   11566.70  13970.20   290.974
 2003.4   11772.20  14131.40   291.669
 2004.1   11923.40  14212.30   292.237
 2004.2   12112.80  14323.00   292.875
 2004.3   12305.30  14457.80   293.603
 2004.4   12527.20  14605.60   294.334
 2005.1   12767.30  14767.80   294.957
 2005.2   12922.70  14839.70   295.588
 2005.3   13142.60  14956.30   296.340
 2005.4   13324.20  15041.20   297.086
 2006.1   13599.20  15244.10   297.736
 2006.2   13753.40  15281.50   298.408
 2006.3   13870.20  15304.50   299.180
 2006.4   14039.60  15433.60   299.946
 2007.1   14215.70  15479.00   300.609
 2007.2   14402.10  15577.80   301.284
 2007.3   14564.10  15671.60   302.062
 2007.4   14715.10  15767.10   302.829
 2008.1   14706.50  15702.90   303.494
 2008.2   14865.70  15792.80   304.160
 2008.3   14899.00  15709.60   304.902
 2008.4   14608.20  15366.60   305.616
 2009.1   14430.90  15187.50   306.237
 2009.2   14381.20  15161.80   306.866
 2009.3   14448.90  15216.60   307.573
 2009.4   14651.20  15379.20   308.285
 2010.1   14764.60  15456.10   308.901
 2010.2   14980.20  15605.60   309.488
 2010.3   15141.60  15726.30   310.148
 2010.4   15309.50  15808.00   310.817
 2011.1   15351.40  15769.90   311.376
 2011.2   15557.50  15876.80   311.940
 2011.3   15647.70  15870.70   312.606
 2011.4   15842.30  16048.70   313.258
 2012.1   16068.80  16180.00   313.813
 2012.2   16207.10  16253.70   314.373
 2012.3   16319.50  16282.20   315.030
 2012.4   16420.40  16300.00   315.685
 2013.1   16629.10  16441.50   316.196
 2013.2   16699.60  16464.40   316.733
 2013.3   16911.10  16594.70   317.396
 2013.4   17133.10  16712.80   318.072
 2014.1   17144.30  16654.20   318.645
 2014.2   17462.70  16868.10   319.228
 2014.3   17743.20  17064.60   319.919
 2014.4   17852.50  17141.20   320.611
 2015.1   17991.30  17280.60   321.168
 2015.2   18193.70  17380.90   321.744
 2015.3   18307.00  17437.10   322.428
 2015.4   18332.10  17462.60   323.110
 2016.1   18425.30  17565.50   323.689
 2016.2   18611.60  17618.60   324.265
 2016.3   18775.50  17724.50   324.926
 2016.4   18968.00  17812.60   325.557
 2017.1   19148.20  17889.10   326.053
 2017.2   19304.50  17979.20   326.554
 2017.3   19561.90  18128.00   327.140
 2017.4   19894.80  18310.30   327.692
 2018.1   20155.50  18437.10   328.091
 2018.2   20470.20  18565.70   328.526
 2018.3   20687.30  18699.70   329.040
 2018.4   20819.30  18733.70   329.522
 2019.1   21013.10  18835.40   329.868
 2019.2   21272.40  18962.20   330.245
 2019.3   21531.80  19130.90   330.729
 2019.4   21706.50  19215.70   331.208
 2020.1   21538.00  18989.90   331.534
 2020.2   19636.70  17378.70   331.692
 2020.3   21362.40  18743.70   331.841
 2020.4   21704.70  18924.30   331.978
 2021.1   22313.90  19216.20   331.949
 2021.2   23046.90  19544.20   332.021
 2021.3   23550.40  19672.60   332.297
 2021.4   24349.10  20006.20   332.584
 2022.1   24740.50  19924.10   332.749
 2022.2   25248.50  19895.30   332.940
 2022.3   25663.30  20021.70   333.241

Notes: Y is in billions of dollars
       X is in billions of chained (2012) dollars
       POP is in millions
